Name,Time,Dir,Alt,Mag
COSMOS 2463,23:31:59,NE,10°,8.7
COSMOS 1975,23:32:02,ESE,10°,5.3
COSMOS 1975,23:32:02,ESE,10°,5.3
FLOCK 2K-12,23:32:12,NNE,10°,7.6
ALTAIR PATHFINDER,23:32:42,WNW,10°,7.2
MAZAALAI (NUMSAT-1),23:32:45,WNW,10°,7.1
OBJECT E,23:33:38,W,10°,7.3
FLOCK 2E'-14,23:33:52,W,10°,6.8
COSMOS 2389,23:34:05,WNW,10°,8.4
COSMOS 2429,23:34:05,NNW,10°,8.6
FLOCK 2K-10,23:34:21,NNE,10°,7.6
IRIDIUM 63,23:34:24,SE,11°,7.6
BRAC ONNESHA,23:34:55,WNW,10°,7.1
GSAT0101 (GALILEO-PFM),23:35:37,WSW,30°,12.4
IRIDIUM 62,23:35:40,SE,11°,8
COSMOS 2428,23:35:47,NW,10°,6.3
COSMOS 2428,23:35:47,NW,10°,6.3
FLOCK 2K-15,23:36:51,NNE,10°,7.6
FLOCK 1C-6,23:37:25,NE,10°,7.6
NAVSTAR 58 (USA 190),23:37:29,NNW,10°,13.7
CUBEBUG-1 (CAPITAN BETO),23:37:42,S,10°,6.6
BRITE-PL 2,23:38:10,SSW,10°,6.7
BRITE-PL 2,23:38:10,SSW,10°,6.7
GHANASAT-1,23:38:13,WNW,10°,7.1
FLOCK 2K-18,23:38:45,N,10°,7.6
NANOSATC-BR1,23:39:08,NE,10°,7.7
PHOENIX,23:39:27,WNW,10°,7
CZ-2D DEB,23:40:18,ENE,10°,6.8
FLOCK 1C-7,23:41:06,NE,10°,7.7
FLOCK 2K-14,23:41:10,N,10°,7.6
SL-16 R/B,23:41:26,NNW,10°,5.9
SL-16 R/B,23:41:26,NNW,10°,5.9
COSMOS 2460 [GLONASS-M],23:41:53,WSW,10°,12.6
CUSAT 1,23:42:35,ESE,10°,7.3
CUSAT 1,23:42:35,ESE,10°,7.3
FORMOSAT-3 FM4,23:42:59,W,10°,11.2
FORMOSAT-3 FM4,23:42:59,W,10°,11.2
FORMOSAT-3 FM4,23:42:59,W,10°,11.2
FLOCK 2K-11,23:43:27,N,10°,7.6
DELTA 2 R/B(1),23:43:54,SW,10°,6.4
DELTA 2 R/B(1),23:43:54,SW,10°,6.4
IRIDIUM 14,23:44:21,SE,10°,8.2
PROBA-V,23:44:25,WSW,10°,9.2
PROBA-V,23:44:25,WSW,10°,9.2
SL-14 R/B,23:45:48,NW,10°,6.9
SL-14 R/B,23:45:48,NW,10°,6.9
FLOCK 3M-2,23:45:52,ESE,10°,6.5
FLOCK 2K-17,23:46:00,N,10°,7.7
GSAT0104 (GALILEO-FM4),23:46:11,ENE,10°,13
ALOS-2,23:46:12,S,10°,6.7
ALOS-2,23:46:12,S,10°,6.7
IRIDIUM 17,23:46:16,NNW,10°,9.2
FLOCK 2E'-16,23:47:46,WSW,10°,6.3
FLOCK 2K-16,23:48:06,N,10°,7.7
UPSAT,23:48:44,WNW,10°,6.9
LEMUR-2-SPIROVISION,23:48:59,W,10°,7.1
PERSEUS-M1,23:49:05,NNE,10°,8
SL-8 R/B,23:49:39,S,10°,6.2
SL-8 R/B,23:49:39,S,10°,6.2
HOOPOE,23:49:53,WNW,10°,6.9
ARIANE 5 R/B,23:50:05,SSW,10°,5.5
ARIANE 5 R/B,23:50:05,SSW,10°,5.5
NIGERIAEDUSAT-1,23:50:40,WNW,10°,7
FLOCK 2K-20,23:51:03,N,10°,7.7
CHALLENGER,23:52:06,W,10°,6.8
FLOCK 1C-5,23:52:09,NNE,10°,7.8
ESTCUBE 1,23:52:34,SW,10°,6.9
INTEGRAL,23:52:41,ESE,10°,10.1
FLOCK 2K-26,23:52:43,N,10°,7.7
LAGEOS 1,23:53:10,ENE,15°,10.5
IRIDIUM 64,23:53:14,SSE,10°,7.7
SL-14 R/B,23:53:46,ESE,10°,6.1
SL-14 R/B,23:53:46,ESE,10°,6.1
OPTICUBE 04,23:53:53,SW,10°,6.9
SUSAT,23:53:56,WNW,10°,6.9
LEMUR-2-TRUTNAHD,23:54:18,W,10°,6.6
FREGAT DEB [TANK],23:55:03,SW,10°,7.9
FLOCK 2K-19,23:55:38,N,10°,7.7
SPACECUBE,23:55:56,WNW,10°,6.8
SNUSAT-1B,23:55:59,WNW,10°,6.9
FLOCK 1C-2,23:56:10,NNE,10°,7.9
FLOCK 2K-41,23:56:10,N,10°,7.7
CXBN-2,23:56:13,WNW,10°,6.8
GSAT0211 (GALILEO 14),23:57:00,S,48°,11.8
GSAT0101 (GALILEO-PFM),23:57:00,ENE,14°,13.1
GSAT0204 (GALILEO 8),23:57:00,WSW,55°,11.9
GSAT0206 (GALILEO 10),23:57:00,WNW,54°,12.1
GSAT0201 (GALILEO 5),23:57:00,E,61°,11.3
ASTEX 1,23:57:00,NW,11°,7
ISIS 1,23:57:00,N,25°,12
SL-16 R/B,23:57:00,NNW,19°,5
NAVSTAR 61 (USA 199),23:57:00,W,32°,12.3
NAVSTAR 56 (USA 180),23:57:00,E,73°,11.5
NAVSTAR 70 (USA 251),23:57:00,NE,37°,12.2
NAVSTAR 58 (USA 190),23:57:00,NW,14°,13.4
NAVSTAR 67 (USA 239),23:57:00,SSW,12°,12.2
NAVSTAR 65 (USA 213),23:57:00,WNW,57°,11.3
NAVSTAR 54 (USA 177),23:57:00,E,11°,12.6
NAVSTAR 59 (USA 192),23:57:00,SSE,76°,11.3
NAVSTAR 64 (USA 206),23:57:00,SE,23°,11.8
COSMOS 2471 [GLONASS-K],23:57:00,NE,42°,12
COSMOS 2426 [GLONASS-M],23:57:00,S,29°,11.6
COSMOS 2474 [GLONASS-M],23:57:00,NNE,18°,12.9
COSMOS 2500 [GLONASS-M],23:57:00,WNW,67°,11.6
COSMOS 2432 [GLONASS-M],23:57:00,NE,41°,12
COSMOS 2459 [GLONASS-M],23:57:00,WSW,18°,12.4
COSMOS 2516 [GLONASS-M],23:57:00,W,61°,11.5
COSMOS 2436 [GLONASS-M],23:57:00,NW,31°,12.6
COSMOS 2458 [GLONASS-M],23:57:00,E,21°,12.2
SL-16 R/B,23:57:00,NNW,19°,5
IRIDIUM 75,23:57:00,NE,25°,8
LEMUR-2-JENNYBARNA,23:57:00,W,22°,5.9
X-CUBESAT,23:57:00,W,33°,4.6
SIMPL,23:57:00,E,44°,3.8
ASTEX 1,23:57:00,NW,11°,7
FLOCK 2K-04,23:57:00,N,12°,7.5
POPSAT-HIP-1,23:57:00,NE,26°,6.2
OBJECT F,23:57:00,E,12°,6.6
PERSEUS-M2,23:57:00,SSE,26°,5.4
FLOCK 2K-24,23:57:00,WNW,50°,4.3
FREGAT DEB [TANK],23:57:00,SSW,13°,7.8
LEMUR-2-DEMBITZ,23:57:00,NNE,51°,4.8
FLOCK 2K-01,23:57:00,NNW,39°,5
OBJECT A,23:57:00,E,12°,6.6
CLUSTER II-FM7 (SAMBA),23:57:00,ESE,33°,13
CXO,23:57:00,WSW,58°,10.7
CLUSTER II-FM6 (SALSA),23:57:00,SE,26°,12.6
SDO,23:57:00,SSE,35°,12.8
CLUSTER II-FM8 (TANGO),23:57:00,SE,28°,13
CLUSTER II-FM5 (RUMBA),23:57:00,SE,27°,12.7
GOES 13,23:57:00,ESE,12°,13.4
GOES 14,23:57:00,SSE,33°,12.8
GOES 15,23:57:00,SSW,34°,12.8
GOES 16,23:57:00,SE,19°,13.1
SOMP 2,23:57:24,WNW,10°,6.8
AKEBONO (EXOS-D),23:57:26,NW,10°,11.5
AKEBONO (EXOS-D),23:57:26,NW,10°,11.5
SL-16 R/B,23:57:36,NW,10°,5.8
SL-16 R/B,23:57:36,NW,10°,5.8
IRIDIUM 42,23:57:43,NW,10°,9.2
LEMUR-2-PETERG,23:57:50,N,10°,8
FLOCK 2E'-18,23:58:04,WSW,10°,6.4
COSMOS 2361,23:58:13,N,10°,8.6
TECHEDSAT 6,23:58:17,WNW,10°,6.9
SL-3 R/B,23:58:18,E,10°,5.3
SL-3 R/B,23:58:18,E,10°,5.3
ATLANTIS,23:58:28,W,10°,6.4
IRIDIUM 81,23:58:43,NNW,10°,9.2
IRIDIUM 73,23:59:03,SW,10°,7.3
IRIDIUM 70,23:59:20,SSE,10°,7.7
FLOCK 2E'-15,23:59:45,W,10°,6.6
FLOCK 2K-22,23:59:50,N,10°,7.7
SCISAT 1,23:59:58,SSW,10°,10
SCISAT 1,23:59:58,SSW,10°,10
